date,fishoil_price_peru,fish_price_global,rapeseedoil_price_global,fishmeal_price_peru,peanutoil_price_global,soybeanoil_price_global,sunfloweroil_price_global,temperature_peru,precipitation_peru,fish_production_peru,fish_human_consumption_peru,fish_industrial_consumption_peru,gdp,fishmeal_price_hamburg,fishoil_export_peru,fishoil_fob_peru,fishoil_utilization_indicators,fishing_hours_peru
2009-11-01,781.0,5.01,933.77,1028.92,1151.65,932.38,921.0,20.86,136.88,4.07,25.36,1138.24,180.35,1415.24,16.62,12.98,35.8,0.0
2009-10-01,887.4,4.81,894.11,1079.38,1155.42,897.0,846.0,20.17,98.33,3.59,25.52,8.18,40.56,1281.36,28.93,25.68,0.25,0.0
2009-09-01,808.1,5.0,855.36,1161.64,1232.58,858.18,809.0,19.67,78.27,4.13,24.28,2.64,35.93,1193.18,18.16,14.67,0.08,0.0
2009-08-01,714.9,4.99,884.24,1217.04,1310.18,903.15,820.0,19.09,64.97,4.55,24.71,13.09,39.31,1146.67,52.26,37.36,0.38,0.0
2009-07-01,619.8,5.77,851.56,1278.56,1322.77,846.3,804.0,18.67,68.32,3.65,22.01,143.63,47.47,1072.61,30.08,18.65,5.01,0.0
2009-06-01,662.3,5.5,917.18,1263.68,1338.81,892.92,907.0,18.48,83.51,2.95,24.59,784.59,132.49,1026.36,42.67,28.26,28.07,0.0
2009-05-01,1049.6,5.44,947.07,1258.71,1406.55,889.62,941.0,19.34,113.54,3.33,29.93,1843.43,266.89,999.52,12.73,13.37,66.54,0.0
2009-04-01,971.5,4.8,830.19,1274.23,1433.0,809.08,843.0,20.15,155.87,3.45,29.25,821.6,136.71,995.0,32.57,31.64,27.96,0.0
2009-03-01,1067.6,4.48,776.9,1253.7,1535.22,730.71,757.0,20.15,211.69,3.19,30.19,16.98,41.44,987.95,16.57,17.69,0.56,0.0
2009-02-01,1064.1,4.12,802.4,1192.07,1543.24,747.64,805.0,20.26,205.84,2.68,32.45,29.42,54.66,984.0,12.82,13.64,0.98,0.0
2009-01-01,1112.4,4.11,831.74,1192.2,1619.87,789.89,817.0,20.02,223.42,3.49,36.83,91.62,67.32,949.55,25.64,28.52,2.98,0.0
2008-12-01,1118.7,3.9,838.02,1180.83,1761.69,745.55,759.0,20.15,117.01,4.41,30.93,1086.46,176.95,918.26,26.1,29.19,38.02,0.0
2008-11-01,1520.4,3.82,974.82,1187.59,1933.45,825.64,835.0,20.03,148.39,4.46,24.04,1107.32,175.34,911.5,18.0,27.36,37.4,0.0
2008-10-01,1698.3,4.16,1040.68,1154.02,2119.44,942.53,950.0,19.74,148.95,3.81,19.69,51.45,42.47,1007.83,10.41,17.68,1.59,0.0
2008-09-01,2098.4,4.96,1238.29,1122.61,2313.85,1201.02,1176.0,19.41,102.44,5.59,20.26,2.09,34.51,1090.46,11.58,24.3,0.07,0.0
2008-08-01,1708.7,5.37,1352.83,1104.21,2427.18,1329.64,1319.0,19.34,58.63,4.64,19.32,2.78,38.42,1136.19,32.87,56.17,0.09,0.0
2008-07-01,1633.8,5.62,1549.44,1148.55,2425.08,1506.98,1692.0,18.49,73.55,3.04,20.96,101.42,46.36,1140.0,50.19,82.0,3.26,0.0
2008-06-01,1400.9,5.15,1591.88,1233.45,2332.7,1535.16,2045.0,17.91,98.28,2.69,19.49,1279.84,189.12,1138.57,15.42,21.6,44.3,0.0
2008-05-01,1769.7,5.31,1524.95,1265.54,2253.22,1437.87,1962.0,18.28,93.97,3.09,23.73,808.07,136.72,1117.27,15.92,28.17,28.34,0.0
2008-04-01,2490.9,5.12,1471.49,1288.71,2126.46,1422.23,1838.0,19.49,145.34,2.94,24.44,1325.05,198.0,1068.18,2.55,6.35,43.8,0.0
2008-03-01,2015.6,5.22,1510.12,1271.44,2075.49,1488.74,1863.0,20.3,222.45,2.89,33.86,169.3,69.67,1056.67,5.98,12.04,5.32,0.0
2008-02-01,1944.6,4.74,1429.55,1255.48,1984.16,1414.17,1839.0,20.17,230.85,2.79,41.09,80.21,63.72,1022.86,3.05,5.93,2.76,0.0
2008-01-01,1127.2,4.81,1390.42,1229.94,1984.16,1280.2,1709.0,20.05,246.96,2.83,43.35,145.39,77.71,1006.96,65.64,73.99,4.87,0.0
2007-12-01,1045.4,4.67,1336.75,1282.84,1978.91,1187.73,1469.0,19.6,165.28,3.05,27.23,931.2,151.95,986.19,22.21,23.22,31.86,0.0
2007-11-01,758.1,4.5,1252.43,1241.4,1829.84,1141.52,1401.0,19.64,207.69,4.2,26.96,1280.72,194.68,934.09,17.7,13.42,41.97,0.0
2007-10-01,809.0,4.48,1146.97,1215.12,1633.34,1007.69,1358.0,19.06,140.83,4.01,22.17,13.61,34.73,930.0,16.1,13.03,0.44,0.0
2007-09-01,781.7,4.58,1044.75,1220.96,1523.39,977.48,1279.0,18.79,91.96,3.55,18.31,10.45,28.5,930.0,23.87,18.66,0.33,0.0
2007-08-01,801.8,4.73,958.29,1360.33,1472.3,921.79,1114.0,18.13,67.46,3.44,25.46,3.85,33.88,930.0,19.48,15.62,0.16,0.0
2007-07-01,745.5,4.35,925.81,1382.65,1404.95,887.12,999.0,17.64,62.71,2.71,36.63,77.11,46.95,977.27,104.84,78.16,2.72,0.0
2007-06-01,760.5,4.22,867.68,1354.38,1268.18,835.55,916.0,17.85,65.72,2.62,21.96,1237.39,182.29,1128.1,46.05,35.02,44.33,0.0
2007-05-01,1065.9,4.43,844.71,1200.17,1169.41,788.7,831.0,18.38,147.95,2.54,36.16,1426.27,214.05,1227.17,1.58,1.68,51.05,0.0
2007-04-01,1677.8,4.78,808.43,978.16,1078.17,753.7,755.0,19.91,149.37,2.54,29.28,657.46,124.43,1254.76,1.83,3.06,22.23,0.0
2007-03-01,1520.3,4.7,771.51,936.76,1055.21,719.03,713.0,20.16,239.6,2.26,36.09,121.06,60.96,1220.91,1.27,1.93,4.15,0.0
2007-02-01,714.0,4.62,790.39,916.75,1016.33,715.04,709.0,20.41,168.19,1.91,32.83,132.46,59.95,1205.5,32.58,23.26,4.39,0.0
2007-01-01,668.1,4.46,823.02,908.36,1071.64,697.33,719.0,21.07,182.83,1.84,34.48,193.14,67.63,1171.3,33.15,22.15,5.85,0.0
2006-12-01,687.8,4.51,854.31,872.91,1102.31,698.12,730.0,20.47,186.16,2.36,37.0,960.7,149.31,1097.38,24.55,16.88,32.19,0.0
2006-11-01,698.1,4.31,822.39,848.83,1102.31,675.67,722.0,20.43,191.49,2.5,28.82,1080.04,158.58,1135.0,12.65,8.83,35.2,0.0
2006-10-01,668.1,4.3,784.4,859.59,1102.31,614.71,666.0,20.01,123.56,2.86,27.26,21.66,30.8,1100.91,14.41,9.63,0.71,0.0
2006-09-01,658.8,4.72,785.73,802.21,1079.22,602.35,669.0,19.51,83.49,3.28,23.65,10.62,26.46,1056.19,41.5,27.34,0.41,0.0
2006-08-01,699.4,5.83,809.12,777.18,1041.92,632.18,666.0,19.22,88.65,3.11,23.34,8.39,30.41,1244.78,23.55,16.47,0.31,0.0
2006-07-01,843.2,6.14,820.58,759.44,990.51,630.01,647.0,18.85,59.99,2.67,26.13,122.94,48.93,1344.05,3.14,2.65,4.07,0.0
2006-06-01,677.1,6.68,829.91,733.36,957.01,600.55,666.0,18.63,120.38,2.12,29.86,1156.55,175.13,1360.91,82.6,55.94,41.26,0.0
2006-05-01,703.7,6.17,828.42,722.93,936.96,588.29,679.0,18.97,119.72,2.55,29.14,1247.32,183.05,1156.96,15.23,10.72,43.48,0.0
2006-04-01,624.4,5.43,773.72,683.03,936.96,540.44,659.0,19.61,162.65,1.98,28.05,480.3,91.53,944.5,8.35,5.21,16.48,0.0
2006-03-01,1008.0,4.62,738.57,681.2,961.89,540.6,606.0,20.41,223.87,1.83,29.3,406.91,88.8,881.52,1.8,1.82,12.64,0.0
2006-02-01,629.8,4.0,716.23,668.42,993.18,533.27,595.0,20.78,211.59,2.11,29.57,136.55,50.62,829.5,15.58,9.81,4.29,0.0
2006-01-01,559.4,4.03,728.91,655.12,1029.16,535.83,591.0,20.42,216.72,2.4,32.73,259.86,64.35,798.18,55.1,30.82,8.2,0.0
2005-12-01,615.1,4.13,711.64,682.25,1036.17,537.66,602.0,20.29,171.54,2.3,31.19,226.09,58.37,783.18,16.48,10.14,7.73,0.0
2005-11-01,628.4,3.92,727.47,670.77,1036.17,558.93,598.0,19.49,154.84,2.3,22.15,2459.42,225.47,726.59,5.34,3.36,78.83,0.0
2005-10-01,654.4,4.08,734.38,656.17,1129.08,578.62,646.0,19.52,162.0,2.1,21.37,0.45,27.17,719.52,0.7,0.46,0.01,0.0
2005-09-01,571.6,4.18,687.82,651.99,1168.45,545.16,683.0,19.15,77.34,2.0,15.13,6.55,19.87,708.64,20.18,11.53,0.21,0.0
2005-08-01,551.2,4.34,654.17,650.95,1165.1,550.08,682.0,19.17,70.44,2.1,17.86,15.09,27.82,700.0,21.2,11.68,0.48,0.0
2005-07-01,519.7,4.38,645.33,665.55,1178.95,561.26,708.0,17.98,65.25,2.0,20.12,742.19,83.75,700.0,54.43,28.29,23.8,0.0
2005-06-01,522.3,4.18,642.01,672.86,1198.51,560.15,706.0,18.61,93.01,2.1,28.48,1080.79,124.02,680.91,55.91,29.2,34.37,0.0
2005-05-01,525.3,4.0,652.57,670.77,1212.54,537.98,700.0,19.44,69.41,1.7,22.37,2068.71,196.74,668.64,28.53,14.99,64.19,0.0
2005-04-01,541.2,3.98,651.7,680.16,1223.04,545.88,695.0,20.2,120.34,1.7,21.3,1472.86,144.51,661.67,19.49,10.55,45.88,0.0
2005-03-01,564.2,3.98,663.64,691.63,1234.59,543.69,714.0,20.53,220.18,1.8,24.11,179.27,44.85,639.13,9.4,5.3,5.69,0.0
2005-02-01,546.8,3.89,647.24,714.58,1234.59,495.73,695.0,20.48,205.63,1.6,32.75,154.73,51.46,628.75,38.88,21.26,4.67,0.0
2005-01-01,556.1,3.69,683.88,711.45,1234.59,519.98,699.0,20.97,124.94,1.6,29.11,222.27,54.84,612.62,15.83,8.8,7.01,0.0
2004-12-01,504.1,3.67,709.72,654.0,1233.63,552.06,724.0,20.85,185.07,1.8,35.78,821.02,93.1,604.35,53.86,27.16,27.43,0.0
2004-11-01,564.8,3.23,684.68,643.0,1225.57,561.19,727.0,20.62,153.3,2.3,35.53,1466.02,141.79,585.0,16.19,9.14,48.83,0.0
2004-10-01,689.2,3.19,668.92,629.0,1212.54,583.49,701.0,20.39,131.99,2.2,27.85,431.38,59.9,600.0,0.61,0.42,13.42,0.0
2004-09-01,594.6,3.26,657.92,625.0,1213.59,601.6,657.0,19.53,93.5,2.5,20.56,6.25,24.66,600.0,21.0,12.49,0.19,0.0
2004-08-01,573.6,3.35,667.68,624.0,1234.59,604.65,632.0,18.64,94.29,2.4,25.88,0.84,24.91,602.73,17.26,9.9,0.05,0.0
2004-07-01,530.1,3.11,650.92,638.0,1247.11,605.08,624.0,17.89,139.56,2.0,21.93,975.91,99.71,600.0,59.55,31.57,31.56,0.0
2004-06-01,512.2,3.21,699.96,645.0,1264.65,581.74,632.0,17.91,132.29,2.1,30.21,1307.43,131.15,610.23,66.75,34.19,43.59,0.0
2004-05-01,504.1,3.48,700.61,643.0,1322.77,627.96,684.0,18.92,143.64,1.7,39.55,1792.1,169.82,642.86,12.36,6.23,58.19,0.0
2004-04-01,529.0,3.61,644.98,652.0,1322.77,672.46,696.0,20.32,118.25,1.7,25.01,1353.13,128.64,655.91,4.59,2.43,41.91,0.0
2004-03-01,725.0,3.45,687.6,663.0,1356.32,689.43,712.0,20.83,199.99,1.3,25.1,255.52,47.18,669.13,0.82,0.6,7.98,0.0
2004-02-01,481.0,3.32,704.51,685.0,1433.0,682.08,731.0,20.63,200.1,1.8,22.03,128.34,35.18,669.5,12.74,6.13,3.71,0.0
2004-01-01,463.2,3.23,675.49,682.0,1433.0,656.97,689.0,20.69,159.82,1.4,34.67,259.22,53.08,644.09,19.38,8.98,8.68,0.0
2003-12-01,463.2,3.12,648.67,684.33,1402.33,637.36,660.0,20.59,224.45,1.62,34.09,200.27,41.96,619.13,6.25,2.89,6.72,0.0
2003-11-01,458.9,2.96,620.32,675.99,1388.91,630.62,628.0,20.63,155.94,1.54,19.49,1082.12,108.94,627.0,7.13,3.27,33.86,0.0
2003-10-01,506.3,3.16,615.82,650.95,1359.2,608.26,615.0,20.16,105.12,1.7,21.5,628.93,71.54,585.0,1.68,0.85,18.73,0.0
2003-09-01,559.2,2.88,564.09,627.48,1329.79,558.02,545.0,18.98,100.98,1.94,14.19,4.92,14.76,587.05,5.33,2.98,0.19,0.0
2003-08-01,430.0,2.5,553.48,622.78,1299.68,515.69,543.0,18.25,79.8,2.43,20.93,0.97,19.69,606.19,9.39,4.04,0.05,0.0
2003-07-01,420.6,2.4,582.56,643.65,1261.43,531.41,575.0,18.25,63.35,1.65,26.91,280.87,45.45,628.26,47.11,19.81,8.96,0.0
2003-06-01,397.4,2.69,612.27,657.21,1234.59,545.85,609.0,18.49,129.84,1.58,48.36,579.46,81.2,638.33,39.79,15.81,19.56,0.0
2003-05-01,414.2,3.25,607.17,630.09,1147.41,549.24,595.0,19.05,161.21,1.44,30.91,1088.91,116.35,594.32,37.55,15.55,37.58,0.0
2003-04-01,636.1,3.18,557.22,601.92,1064.23,540.9,578.0,19.64,143.62,1.18,23.15,1281.71,131.75,580.0,0.64,0.41,44.74,0.0
2003-03-01,589.4,3.18,551.92,620.43,1039.32,522.52,565.0,20.65,203.28,1.28,24.97,66.73,27.33,577.38,1.43,0.84,2.44,0.0
2003-02-01,449.8,3.25,585.76,629.46,1016.45,522.43,595.0,20.83,220.07,1.42,24.69,80.92,27.52,583.75,16.85,7.58,2.71,0.0
2003-01-01,499.1,3.34,623.72,639.75,970.03,540.72,612.0,20.85,179.45,1.19,40.24,39.69,32.79,579.13,10.08,5.03,1.36,0.0
2002-12-01,443.2,3.16,616.49,622.73,952.0,591.03,610.0,20.67,159.93,0.0,0.0,0.0,0.0,545.68,16.11,7.14,42.58,0.0
2002-11-01,613.7,3.15,593.04,626.9,870.83,582.0,595.0,20.33,161.15,0.0,0.0,0.0,0.0,547.86,0.39,0.24,39.94,0.0
2002-10-01,637.1,3.14,539.31,637.64,816.19,528.57,574.0,20.12,164.86,0.0,0.0,0.0,0.0,592.17,0.22,0.14,9.86,0.0
2002-09-01,436.3,3.13,525.01,646.16,794.71,505.67,552.0,19.65,77.98,0.0,0.0,0.0,0.0,618.1,11.55,5.04,0.0,0.0
2002-08-01,431.2,3.02,521.14,649.12,758.59,502.75,557.0,18.92,66.49,0.0,0.0,0.0,0.0,613.64,23.09,9.96,0.0,0.0
2002-07-01,453.2,3.06,477.29,657.82,704.52,489.63,578.0,17.7,81.6,0.0,0.0,0.0,0.0,598.04,24.31,11.02,29.87,0.0
2002-06-01,408.9,3.05,451.04,674.16,645.95,456.81,0.0,18.23,55.25,0.0,0.0,0.0,0.0,588.0,52.63,21.52,48.0,0.0
2002-05-01,417.3,3.02,414.82,676.43,599.56,399.89,0.0,19.64,111.91,0.0,0.0,0.0,0.0,628.04,12.86,5.37,64.14,0.0
2002-04-01,390.8,2.81,410.77,642.17,590.24,370.86,0.0,20.4,178.48,0.0,0.0,0.0,0.0,610.91,3.29,1.28,45.0,0.0
2002-03-01,443.2,2.68,415.85,623.36,598.92,359.21,0.0,20.71,213.2,0.0,0.0,0.0,0.0,602.38,2.56,1.13,18.83,0.0
2002-02-01,624.7,2.52,423.45,621.95,617.29,364.92,0.0,20.39,242.19,0.0,0.0,0.0,0.0,606.75,0.25,0.15,4.41,0.0
2002-01-01,464.2,2.52,0.0,587.56,684.39,389.18,0.0,20.18,182.44,0.0,0.0,0.0,0.0,590.0,13.34,6.19,16.63,0.0
2001-12-01,427.1,2.56,0.0,533.19,771.62,396.87,0.0,20.13,159.35,0.0,0.0,0.0,0.0,593.81,5.11,2.18,6.48,0.0
2001-11-01,414.0,2.62,0.0,503.93,759.59,390.69,0.0,20.01,125.47,0.0,0.0,0.0,0.0,560.0,7.75,3.21,7.62,0.0
2001-10-01,418.8,2.79,0.0,491.98,761.6,373.03,0.0,19.69,127.95,0.0,0.0,0.0,0.0,530.22,7.2,3.01,22.98,0.0
2001-09-01,334.3,2.92,0.0,498.98,749.57,385.09,0.0,19.08,79.26,0.0,0.0,0.0,0.0,532.75,13.17,4.4,0.73,0.0
2001-08-01,322.7,2.92,0.0,492.13,738.07,427.49,0.0,18.65,58.64,0.0,0.0,0.0,0.0,527.61,13.04,4.21,2.25,0.0
2001-07-01,324.2,2.83,0.0,443.35,723.02,421.36,0.0,17.81,88.17,0.0,0.0,0.0,0.0,488.18,56.85,18.43,24.02,0.0
2001-06-01,302.1,2.89,0.0,415.87,727.53,286.89,0.0,17.53,86.47,0.0,0.0,0.0,0.0,470.0,51.71,15.62,36.08,0.0
2001-05-01,270.3,2.97,0.0,407.18,727.53,295.17,0.0,18.71,113.74,0.0,0.0,0.0,0.0,433.26,66.81,18.06,65.74,0.0
2001-04-01,277.5,3.03,0.0,419.93,744.85,326.01,0.0,20.0,161.1,0.0,0.0,0.0,0.0,425.0,25.03,6.95,62.17,0.0
2001-03-01,370.4,3.1,0.0,431.31,780.64,327.63,0.0,20.09,354.81,0.0,0.0,0.0,0.0,431.82,2.36,0.88,41.96,0.0
2001-02-01,210.2,3.02,0.0,460.29,811.08,303.78,0.0,20.45,182.06,0.0,0.0,0.0,0.0,467.75,22.05,4.63,11.37,0.0
2001-01-01,215.4,3.05,0.0,485.75,815.71,304.81,0.0,19.98,211.58,0.0,0.0,0.0,0.0,491.3,44.48,9.58,21.77,0.0
2000-12-01,181.0,3.02,0.0,438.08,806.79,320.57,0.0,20.33,171.21,0.0,0.0,0.0,0.0,462.14,10.98,1.99,23.98,0.0
2000-11-01,198.8,2.87,0.0,376.36,769.61,316.78,0.0,20.6,109.15,0.0,0.0,0.0,0.0,414.09,16.3,3.24,55.5,0.0
2000-10-01,178.0,2.94,0.0,379.2,754.58,314.02,0.0,19.91,100.15,0.0,0.0,0.0,0.0,446.89,28.65,5.1,18.27,0.0
2000-09-01,230.0,3.24,0.0,395.19,760.59,312.49,0.0,19.44,107.74,0.0,0.0,0.0,0.0,451.43,2.69,0.62,0.42,0.0
2000-08-01,166.5,3.83,0.0,407.3,754.36,328.92,0.0,19.06,82.94,0.0,0.0,0.0,0.0,435.87,48.16,8.02,1.1,0.0
2000-07-01,171.5,4.06,0.0,429.73,771.62,339.3,0.0,17.62,80.11,0.0,0.0,0.0,0.0,445.0,53.89,9.24,48.86,0.0
2000-06-01,154.4,4.01,0.0,424.17,783.14,330.17,0.0,18.37,95.42,0.0,0.0,0.0,0.0,428.18,47.83,7.39,62.28,0.0
2000-05-01,159.7,4.05,0.0,374.92,793.66,337.97,0.0,19.12,144.95,0.0,0.0,0.0,0.0,391.74,64.28,10.26,64.02,0.0
2000-04-01,150.3,4.01,0.0,390.98,789.81,366.24,0.0,19.85,175.58,0.0,0.0,0.0,0.0,368.0,70.33,10.57,40.96,0.0
2000-03-01,207.5,3.94,0.0,407.39,733.28,363.49,0.0,19.76,186.53,0.0,0.0,0.0,0.0,398.48,29.25,6.07,82.39,0.0
2000-02-01,225.1,3.9,0.0,426.97,687.63,357.94,0.0,19.87,270.32,0.0,0.0,0.0,0.0,420.0,36.87,8.3,8.58,0.0
2000-01-01,208.6,3.87,0.0,444.26,676.08,369.79,0.0,19.86,159.51,0.0,0.0,0.0,0.0,419.52,47.22,9.85,18.75,0.0
1999-12-01,245.0,3.81,0.0,438.08,765.61,374.67,0.0,20.01,167.63,0.0,0.0,0.0,0.0,0.0,37.23,9.12,77.2,0.0
1999-11-01,278.8,3.51,0.0,376.36,924.94,387.31,0.0,19.91,118.21,0.0,0.0,0.0,0.0,0.0,5.76,1.61,46.04,0.0
1999-10-01,203.3,3.51,0.0,379.2,888.15,399.53,0.0,19.49,93.12,0.0,0.0,0.0,0.0,0.0,12.23,2.49,31.67,0.0
1999-09-01,224.2,3.46,0.0,395.19,848.78,413.93,0.0,19.32,129.08,0.0,0.0,0.0,0.0,0.0,30.92,6.93,0.16,0.0
1999-08-01,213.9,3.48,0.0,407.3,849.78,412.37,0.0,18.43,65.21,0.0,0.0,0.0,0.0,0.0,35.73,7.64,0.28,0.0
1999-07-01,224.3,3.41,0.0,429.73,859.8,391.4,0.0,17.84,78.41,0.0,0.0,0.0,0.0,0.0,20.56,4.61,6.78,0.0
1999-06-01,240.1,3.47,0.0,424.17,836.25,405.88,0.0,18.13,84.25,0.0,0.0,0.0,0.0,0.0,28.92,6.94,41.07,0.0
1999-05-01,242.0,3.65,0.0,374.92,762.17,421.5,0.0,18.65,165.6,0.0,0.0,0.0,0.0,0.0,13.9,3.36,38.17,0.0
1999-04-01,278.8,3.69,0.0,390.98,663.89,442.68,0.0,19.42,170.78,0.0,0.0,0.0,0.0,0.0,14.41,4.02,54.72,0.0
1999-03-01,297.1,3.56,0.0,407.39,752.45,444.36,0.0,20.23,206.4,0.0,0.0,0.0,0.0,0.0,29.25,8.69,12.61,0.0
1999-02-01,447.0,3.57,0.0,426.97,889.57,482.36,0.0,20.15,245.17,0.0,0.0,0.0,0.0,0.0,10.92,4.88,17.82,0.0
1999-01-01,411.7,3.71,0.0,444.26,952.71,541.63,0.0,19.93,241.22,0.0,0.0,0.0,0.0,0.0,18.86,7.76,25.01,0.0
1998-12-01,469.4,3.66,0.0,541.0,861.0,591.0,0.0,20.54,141.71,0.0,0.0,0.0,0.0,0.0,6.77,3.18,35.21,0.0
1998-11-01,522.9,3.77,0.0,601.0,862.0,614.0,0.0,20.18,137.02,0.0,0.0,0.0,0.0,0.0,4.92,2.57,29.04,0.0
1998-10-01,514.0,3.76,0.0,662.0,850.0,614.0,0.0,20.01,141.51,0.0,0.0,0.0,0.0,0.0,2.57,1.32,16.73,0.0
1998-09-01,516.3,3.64,0.0,681.0,852.0,615.0,0.0,19.51,95.18,0.0,0.0,0.0,0.0,0.0,3.65,1.89,2.47,0.0
1998-08-01,801.8,3.61,0.0,670.0,862.0,592.0,0.0,19.44,56.51,0.0,0.0,0.0,0.0,0.0,0.26,0.21,6.56,0.0
1998-07-01,548.8,3.83,0.0,660.0,874.0,612.0,0.0,19.11,45.98,0.0,0.0,0.0,0.0,0.0,6.98,3.83,17.28,0.0
1998-06-01,653.8,4.17,0.0,675.0,891.0,629.0,0.0,19.11,89.26,0.0,0.0,0.0,0.0,0.0,1.25,0.82,15.29,0.0
1998-05-01,664.8,3.95,0.0,685.0,900.0,671.0,0.0,20.54,129.65,0.0,0.0,0.0,0.0,0.0,0.37,0.25,15.52,0.0
1998-04-01,609.6,3.83,0.0,684.0,928.0,662.0,0.0,21.59,160.07,0.0,0.0,0.0,0.0,0.0,0.08,0.05,5.36,0.0
1998-03-01,493.1,3.51,0.0,682.0,949.0,652.0,0.0,21.82,223.78,0.0,0.0,0.0,0.0,0.0,1.43,0.71,0.48,0.0
1998-02-01,760.4,3.42,0.0,699.0,1029.0,634.0,0.0,21.63,164.27,0.0,0.0,0.0,0.0,0.0,0.15,0.11,4.77,0.0
1998-01-01,489.9,3.47,0.0,703.0,1055.0,625.0,0.0,21.72,146.84,0.0,0.0,0.0,0.0,0.0,6.17,3.02,1.61,0.0
1997-12-01,651.4,3.58,0.0,721.0,1058.0,622.0,0.0,21.31,176.99,0.0,0.0,0.0,0.0,0.0,0.81,0.52,12.05,0.0
1997-11-01,634.7,3.62,0.0,716.0,1090.0,676.0,0.0,20.7,155.96,0.0,0.0,0.0,0.0,0.0,0.32,0.2,21.62,0.0
1997-10-01,615.4,3.74,0.0,658.0,1083.0,611.0,0.0,20.7,101.23,0.0,0.0,0.0,0.0,0.0,0.22,0.14,13.43,0.0
1997-09-01,450.0,3.64,0.0,637.0,1083.0,555.0,0.0,20.2,105.15,0.0,0.0,0.0,0.0,0.0,4.82,2.17,7.5,0.0
1997-08-01,624.8,3.6,0.0,621.0,1093.0,544.0,0.0,18.66,79.97,0.0,0.0,0.0,0.0,0.0,0.54,0.34,4.39,0.0
1997-07-01,426.1,3.66,0.0,581.0,1096.0,535.0,0.0,19.37,58.08,0.0,0.0,0.0,0.0,0.0,38.37,16.35,17.34,0.0
1997-06-01,404.6,3.57,0.0,558.0,1047.0,550.0,0.0,20.06,67.59,0.0,0.0,0.0,0.0,0.0,54.01,21.85,28.16,0.0
1997-05-01,383.3,3.63,0.0,548.0,981.0,541.0,0.0,20.43,127.33,0.0,0.0,0.0,0.0,0.0,36.56,14.01,62.89,0.0
1997-04-01,367.9,3.68,0.0,547.0,938.0,541.0,0.0,20.42,125.49,0.0,0.0,0.0,0.0,0.0,17.08,6.28,75.37,0.0
1997-03-01,390.1,3.74,0.0,554.0,896.0,541.0,0.0,20.37,208.48,0.0,0.0,0.0,0.0,0.0,5.17,2.02,9.37,0.0
1997-02-01,377.8,3.93,0.0,558.0,886.0,527.0,0.0,19.89,238.36,0.0,0.0,0.0,0.0,0.0,37.47,14.16,9.65,0.0
1997-01-01,360.7,4.31,0.0,576.0,874.0,534.0,0.0,20.1,142.52,0.0,0.0,0.0,0.0,0.0,47.12,17.0,38.62,0.0
1996-12-01,364.3,4.21,0.0,583.0,868.0,514.0,0.0,19.82,133.53,0.0,0.0,0.0,0.0,0.0,20.12,7.33,62.23,0.0
1996-11-01,382.5,4.13,0.0,600.0,868.0,517.0,0.0,19.81,128.95,0.0,0.0,0.0,0.0,0.0,3.49,1.34,57.42,0.0
1996-10-01,532.9,3.89,0.0,581.0,874.0,528.0,0.0,19.52,140.98,0.0,0.0,0.0,0.0,0.0,0.74,0.39,7.03,0.0
1996-09-01,355.3,3.76,0.0,566.0,879.0,569.0,0.0,19.04,90.79,0.0,0.0,0.0,0.0,0.0,11.14,3.96,4.86,0.0
1996-08-01,325.3,3.68,0.0,539.0,885.0,565.0,0.0,18.39,84.15,0.0,0.0,0.0,0.0,0.0,40.59,13.2,5.25,0.0
1996-07-01,337.9,3.78,0.0,547.0,902.0,549.0,0.0,17.56,59.22,0.0,0.0,0.0,0.0,0.0,17.02,5.75,22.0,0.0
1996-06-01,306.9,4.25,0.0,563.0,904.0,563.0,0.0,17.81,70.8,0.0,0.0,0.0,0.0,0.0,71.43,21.92,39.47,0.0
1996-05-01,342.0,4.25,0.0,564.0,897.0,591.0,0.0,19.01,121.99,0.0,0.0,0.0,0.0,0.0,6.92,2.37,50.86,0.0
1996-04-01,295.6,4.44,0.0,583.0,895.0,582.0,0.0,19.45,154.53,0.0,0.0,0.0,0.0,0.0,10.69,3.16,45.61,0.0
1996-03-01,365.6,4.36,0.0,616.0,911.0,538.0,0.0,20.05,160.57,0.0,0.0,0.0,0.0,0.0,0.68,0.25,3.32,0.0
1996-02-01,365.6,4.27,0.0,641.0,925.0,548.0,0.0,19.93,195.95,0.0,0.0,0.0,0.0,0.0,22.72,8.31,21.78,0.0
1996-01-01,382.5,4.32,0.0,649.0,959.0,554.0,0.0,19.68,204.09,0.0,0.0,0.0,0.0,0.0,15.45,5.91,45.32,0.0
1995-12-01,381.0,3.87,0.0,647.0,988.0,579.0,0.0,19.93,157.34,0.0,0.0,0.0,0.0,0.0,5.51,2.1,27.82,0.0
1995-11-01,439.4,3.93,0.0,602.0,995.0,623.0,0.0,19.91,150.97,0.0,0.0,0.0,0.0,0.0,3.1,1.36,32.72,0.0
1995-10-01,289.1,4.45,0.0,522.0,990.0,638.0,0.0,19.96,101.39,0.0,0.0,0.0,0.0,0.0,5.88,1.7,22.95,0.0
1995-09-01,325.3,4.67,0.0,505.0,981.0,614.0,0.0,19.71,91.52,0.0,0.0,0.0,0.0,0.0,9.34,3.04,2.42,0.0
