date,fishoil_price_peru,rapeseedoil_price_global,fishmeal_price_peru,peanutoil_price_global,soybeanoil_price_global,sunfloweroil_price_global,temperature_peru,precipitation_peru,fish_production_peru,fish_human_consumption_peru,fish_industrial_consumption_peru,gdp,fishoil_export_peru,fishoil_fob_peru,fishoil_utilization_indicators
01-02-91,184.4,,,,,,20.23,146.53,,,,,6.63,1.22,
01-01-91,0,,,,,,20.07,124.96,,,,,0,0,
01-12-90,250,,,,,,20.21,165.61,,,,,0.65,0.16,
01-11-90,0,,,,,,20.29,156.21,,,,,0,0,
01-10-90,0,,,,,,19.73,106.2,,,,,0,0,
01-09-90,235.5,,,,,,19.32,76.14,,,,,1.1,0.26,
01-08-90,197.2,,,,,,18.41,66.14,,,,,9.38,1.85,
01-07-90,251.1,,,,,,17.36,82.75,,,,,6.4,1.61,
01-06-90,125.1,,,,,,18.12,151.47,,,,,9.37,1.17,
01-05-90,0,,,,,,19.4,100.87,,,,,0,0,
01-04-90,131.8,,,,,,20,134.39,,,,,2.56,0.34,
01-03-90,164.4,,,,,,20.24,157.67,,,,,3.86,0.64,
01-02-90,106.3,,,,,,20.33,162.85,,,,,4.04,0.43,
01-01-90,110,,,,,,20.03,189.34,,,,,2,0.22,
01-12-89,0,,,,,,20.27,88.78,,,,,0,0,
01-11-89,0,,,,,,20.04,94.16,,,,,0,0,
01-10-89,142.5,,,,,,19.3,138.62,,,,,1.43,0.2,
01-09-89,107.5,,,,,,19.07,73.59,,,,,4.93,0.53,
01-08-89,112.2,,,,,,18.52,75.04,,,,,36.82,4.13,
01-07-89,112.9,,,,,,17.63,51.5,,,,,10.9,1.23,
01-06-89,121.5,,,,,,18.2,135.86,,,,,15.05,1.83,
01-05-89,179.7,,,,,,18.45,109.78,,,,,34.69,6.23,
01-04-89,189.5,,,,,,19.25,136.25,,,,,17.88,3.39,
01-03-89,214.5,,,,,,19.84,196.57,,,,,21.19,4.55,
01-02-89,201.8,,,,,,19.74,172.26,,,,,13.72,2.77,
01-01-89,201.8,,,,,,19.64,212.73,,,,,28.32,5.71,
01-12-88,0,,,,,,20.04,139.83,,,,,0,0,
01-11-88,0,,,,,,20.19,138.59,,,,,0,0,
01-10-88,0,,,,,,19.58,88.23,,,,,0,0,
01-09-88,0,,,,,,19.39,60.06,,,,,0,0,
01-08-88,0,,,,,,18.55,51.44,,,,,0,0,
01-07-88,0,,,,,,17.48,45.63,,,,,0,0,
01-06-88,0,,,,,,17.66,61.19,,,,,0,0,
01-05-88,0,,,,,,19.33,125.68,,,,,0,0,
01-04-88,0,,,,,,19.87,131.52,,,,,0,0,
01-03-88,0,,,,,,20.28,181.64,,,,,0,0,
01-02-88,0,,,,,,20.81,190.67,,,,,0,0,
01-01-88,0,,,,,,20.16,152.89,,,,,0,0,
01-12-87,0,,,,,,20.66,137.51,,,,,0,0,
01-11-87,0,,,,,,20.32,150.28,,,,,0,0,
01-10-87,0,,,,,,20.34,122.44,,,,,0,0,
01-09-87,0,,,,,,19.67,67,,,,,0,0,
01-08-87,0,,,,,,19.08,70.82,,,,,0,0,
01-07-87,0,,,,,,18.76,104.98,,,,,0,0,
01-06-87,0,,,,,,18.75,72.79,,,,,0,0,
01-05-87,0,,,,,,19.35,82.46,,,,,0,0,
01-04-87,237,,,,,,20.48,165.09,,,,,1,0.24,
01-03-87,0,,,,,,21.15,124.03,,,,,0,0,
01-02-87,0,,,,,,20.77,146.32,,,,,0,0,
01-01-87,0,,,,,,20.49,212.05,,,,,0,0,
01-12-86,290.6,,,,,,20.18,163.56,,,,,1.11,0.32,
01-11-86,290.6,,,,,,20.13,139.89,,,,,1.11,0.32,
01-10-86,0,,,,,,19.44,117.24,,,,,0,0,
01-09-86,0,,,,,,19.13,90.11,,,,,0,0,
01-08-86,279.3,,,,,,18.66,94.94,,,,,5.07,1.42,
01-07-86,132.2,,,,,,17.4,71.73,,,,,23.85,3.15,
01-06-86,145,,,,,,18.12,56.84,,,,,5.87,0.85,
01-05-86,198.4,,,,,,18.8,115.76,,,,,7.8,1.55,
01-04-86,287,,,,,,19.84,118.22,,,,,1.71,0.49,
01-03-86,248.1,,,,,,19.5,227.14,,,,,3.65,0.91,
01-02-86,235,,,,,,19.68,219.28,,,,,1,0.23,
01-01-86,0,,,,,,20.07,160.61,,,,,0,0,
01-12-85,0,,,,,,19.97,158.72,,,,,0,0,
01-11-85,320,,,,,,19.51,135.92,,,,,0.42,0.13,
01-10-85,0,,,,,,19.77,108.03,,,,,0,0,
01-09-85,221,,,,,,18.85,104.38,,,,,3.2,0.71,
01-08-85,0,,,,,,18.06,77.29,,,,,0,0,
01-07-85,315,,,,,,17.5,67.53,,,,,0.56,0.18,
01-06-85,315,,,,,,17.69,56.93,,,,,0.5,0.16,
01-05-85,315.4,,,,,,18.63,96.46,,,,,2.02,0.64,
01-04-85,223.7,,,,,,19.11,92.72,,,,,10.91,2.44,
01-03-85,212.9,,,,,,20.35,116.6,,,,,8.63,1.84,
01-02-85,352.5,,,,,,19.9,156.71,,,,,4.05,1.43,
01-01-85,244,,,,,,19.97,70.62,,,,,5.9,1.44,
