date,fishoil_price_peru,fish_price_global,rapeseedoil_price_global,fishmeal_price_peru,peanutoil_price_global,soybeanoil_price_global,sunfloweroil_price_global,temperature_peru,precipitation_peru,fish_production_peru,fish_human_consumption_peru,fish_industrial_consumption_peru,gdp,fishmeal_price_hamburg,fishoil_export_peru,fishoil_fob_peru,fishoil_utilization_indicators,fishing_hours_peru
,peru fish oil price (US$ per ton),global fish price usdpmt,rapeseed oil usdptm,fishmeal peru usdptm,peanut oil usdptm,soybean oil usdptm,sunflower oil usdptm,celcius,celcius,Fishing production continental fishing peru in 1000 metric ton,Human consumption fish peru in 1000 metric ton,Industrial consumption anchovy peru in 1000 metric ton,"Some kind of index, unsure.",Fishmeal price per ton in Hamburg,Export of fish oil in peru in 1000 metric ton,Free on board (FOB meaning all costs included to get it on the ship ready to leave) export value of fish oil in Peru in million usd,Indirect indicators of the utilization rate of the installed capacity of the manufacturing sector,manually extracted from global fishing watch map
1997-11-01,"634,70","3,62",,"716,00","1090,00","676,00",,"20,70","155,96",,,,,,"0,32","0,20","21,62",
1997-10-01,"615,40","3,74",,"658,00","1083,00","611,00",,"20,70","101,23",,,,,,"0,22","0,14","13,43",
1997-09-01,"450,00","3,64",,"637,00","1083,00","555,00",,"20,20","105,15",,,,,,"4,82","2,17","7,50",
1997-08-01,"624,80","3,60",,"621,00","1093,00","544,00",,"18,66","79,97",,,,,,"0,54","0,34","4,39",
1997-07-01,"426,10","3,66",,"581,00","1096,00","535,00",,"19,37","58,08",,,,,,"38,37","16,35","17,34",
1997-06-01,"404,60","3,57",,"558,00","1047,00","550,00",,"20,06","67,59",,,,,,"54,01","21,85","28,16",
1997-05-01,"383,30","3,63",,"548,00","981,00","541,00",,"20,43","127,33",,,,,,"36,56","14,01","62,89",
1997-04-01,"367,90","3,68",,"547,00","938,00","541,00",,"20,42","125,49",,,,,,"17,08","6,28","75,37",
1997-03-01,"390,10","3,74",,"554,00","896,00","541,00",,"20,37","208,48",,,,,,"5,17","2,02","9,37",
1997-02-01,"377,80","3,93",,"558,00","886,00","527,00",,"19,89","238,36",,,,,,"37,47","14,16","9,65",
1997-01-01,"360,70","4,31",,"576,00","874,00","534,00",,"20,10","142,52",,,,,,"47,12","17,00","38,62",
1996-12-01,"364,30","4,21",,"583,00","868,00","514,00",,"19,82","133,53",,,,,,"20,12","7,33","62,23",
1996-11-01,"382,50","4,13",,"600,00","868,00","517,00",,"19,81","128,95",,,,,,"3,49","1,34","57,42",
1996-10-01,"532,90","3,89",,"581,00","874,00","528,00",,"19,52","140,98",,,,,,"0,74","0,39","7,03",
1996-09-01,"355,30","3,76",,"566,00","879,00","569,00",,"19,04","90,79",,,,,,"11,14","3,96","4,86",
1996-08-01,"325,30","3,68",,"539,00","885,00","565,00",,"18,39","84,15",,,,,,"40,59","13,20","5,25",
1996-07-01,"337,90","3,78",,"547,00","902,00","549,00",,"17,56","59,22",,,,,,"17,02","5,75","22,00",
1996-06-01,"306,90","4,25",,"563,00","904,00","563,00",,"17,81","70,80",,,,,,"71,43","21,92","39,47",
1996-05-01,"342,00","4,25",,"564,00","897,00","591,00",,"19,01","121,99",,,,,,"6,92","2,37","50,86",
1996-04-01,"295,60","4,44",,"583,00","895,00","582,00",,"19,45","154,53",,,,,,"10,69","3,16","45,61",
1996-03-01,"365,60","4,36",,"616,00","911,00","538,00",,"20,05","160,57",,,,,,"0,68","0,25","3,32",
1996-02-01,"365,60","4,27",,"641,00","925,00","548,00",,"19,93","195,95",,,,,,"22,72","8,31","21,78",
1996-01-01,"382,50","4,32",,"649,00","959,00","554,00",,"19,68","204,09",,,,,,"15,45","5,91","45,32",
1995-12-01,"381,00","3,87",,"647,00","988,00","579,00",,"19,93","157,34",,,,,,"5,51","2,10","27,82",
1995-11-01,"439,40","3,93",,"602,00","995,00","623,00",,"19,91","150,97",,,,,,"3,10","1,36","32,72",
1995-10-01,"289,10","4,45",,"522,00","990,00","638,00",,"19,96","101,39",,,,,,"5,88","1,70","22,95",
1995-09-01,"325,30","4,67",,"505,00","981,00","614,00",,"19,71","91,52",,,,,,"9,34","3,04","2,42",
1995-08-01,"326,70","4,75",,"493,00","980,00","616,00",,"18,98","53,80",,,,,,"8,29","2,71","2,61",
1995-07-01,"308,70","5,01",,"502,00","969,00","626,00",,"18,56","63,06",,,,,,"30,06","9,28","14,66",
1995-06-01,"320,00","5,42",,"467,00","965,00","611,00",,"18,96","88,09",,,,,,"37,16","11,89","34,11",
1995-05-01,"280,40","5,36",,"436,00","973,00","595,00",,"19,07","106,62",,,,,,"32,87","9,22","46,71",
1995-04-01,"307,50","5,17",,"447,00","981,00","610,00",,"20,14","116,69",,,,,,"22,28","6,85","49,41",
1995-03-01,"267,50","5,08",,"447,00","990,00","652,00",,"20,20","224,10",,,,,,"60,94","16,30","13,79",
1995-02-01,"242,10","4,78",,"437,00","1025,00","663,00",,"20,70","123,92",,,,,,"12,81","3,10","14,32",
1995-01-01,"235,00","4,81",,"435,00","1054,00","674,00",,"21,07","143,09",,,,,,"31,06","7,30","75,52",
1994-12-01,"243,40","4,89",,"418,00","1062,00","693,00",,"20,60","174,39",,,,,,"30,85","7,51","44,03",
1994-11-01,"221,20","4,85",,"394,00","1048,00","706,00",,"20,29","149,32",,,,,,"12,07","2,67","51,25",
1994-10-01,"211,10","5,35",,"398,00","1029,00","642,00",,"20,12","150,46",,,,,,"16,25","3,43","34,19",
1994-09-01,"232,80","5,28",,"392,00","1018,00","672,00",,"19,63","103,99",,,,,,"1,25","0,29","5,35",
1994-08-01,"200,50","5,02",,"378,00","1018,00","600,00",,"18,70","58,83",,,,,,"28,83","5,78","4,86",
1994-07-01,"213,10","5,24",,"376,00","1017,00","560,00",,"17,94","50,29",,,,,,"56,27","11,99","35,92",
1994-06-01,"224,30","5,46",,"365,00","1014,00","571,00",,"18,48","104,82",,,,,,"44,17","9,91","48,24",
1994-05-01,"216,70","5,43",,"362,00","1020,00","594,00",,"19,74","96,87",,,,,,"23,26","5,04","54,67",
1994-04-01,"310,50","5,20",,"351,00","1030,00","584,00",,"20,16","215,11",,,,,,"16,00","4,97","61,68",
1994-03-01,"276,40","4,59",,"352,00","1013,00","586,00",,"20,43","199,57",,,,,,"23,15","6,40","52,17",
1994-02-01,"315,90","4,49",,"364,00","1011,00","577,00",,"20,15","161,22",,,,,,"18,93","5,98","9,71",
1994-01-01,"294,20","4,33",,"366,00","993,00","602,00",,"20,22","182,98",,,,,,"8,43","2,48","50,88",
1993-12-01,"950,00","4,31",,"367,00","924,00","589,00",,"20,23","167,48",,,,,,"0,00","0,00",,
1993-11-01,"0,00","3,94",,"358,00","808,00","536,00",,"19,92","172,58",,,,,,"0,00","0,00",,
1993-10-01,"474,60","4,35",,"339,00","807,00","491,00",,"19,86","145,89",,,,,,"0,02","0,01",,
1993-09-01,"0,00","4,73",,"353,00","845,00","489,00",,"19,46","72,47",,,,,,"0,00","0,00",,
1993-08-01,"549,30","5,05",,"361,00","858,00","483,00",,"18,59","70,02",,,,,,"0,02","0,01",,
1993-07-01,"240,00","5,40",,"356,00","773,00","505,00",,"18,37","90,40",,,,,,"13,57","3,26",,
1993-06-01,"299,00","5,79",,"348,00","712,00","461,00",,"19,15","75,13",,,,,,"22,42","6,70",,
1993-05-01,"335,10","5,85",,"348,00","685,00","448,00",,"19,95","102,44",,,,,,"15,01","5,03",,
1993-04-01,"363,40","5,46",,"361,00","623,00","448,00",,"20,18","187,96",,,,,,"8,30","3,02",,
1993-03-01,"265,00","4,93",,"377,00","602,00","438,00",,"20,26","217,52",,,,,,"16,09","4,26",,
1993-02-01,"287,70","5,07",,"391,00","611,00","433,00",,"20,36","140,49",,,,,,"22,27","6,41",,
1993-01-01,"306,80","5,25",,"418,00","621,00","444,00",,"20,11","227,01",,,,,,"22,12","6,79",,
1992-12-01,"283,80","5,48",,"438,00","622,00","436,00",,"20,19","147,19",,,,,,"25,86","7,34",,
1992-11-01,"0,00","6,04",,"455,00","575,00","437,00",,"20,04","133,45",,,,,,"0,00","0,00",,
1992-10-01,"0,00","6,94",,"469,00","565,00","418,00",,"19,76","110,81",,,,,,"0,00","0,00",,
1992-09-01,"0,00","7,89",,"481,00","562,00","421,00",,"18,93","114,66",,,,,,"0,00","0,00",,
1992-08-01,"0,00","7,07",,"493,00","600,00","409,00",,"18,57","113,73",,,,,,"0,00","0,00",,
1992-07-01,"0,00","5,94",,"485,00","644,00","429,00",,"17,66","77,66",,,,,,"0,00","0,00",,
1992-06-01,"0,00","4,91",,"491,00","665,00","456,00",,"19,11","66,57",,,,,,"0,00","0,00",,
1992-05-01,"0,00","5,29",,,,,,"20,71","73,75",,,,,,"0,00","0,00",,
1992-04-01,"0,00","5,17",,,,,,"21,16","125,19",,,,,,"0,00","0,00",,
1992-03-01,"0,00","5,26",,,,,,"21,18","182,46",,,,,,"0,00","0,00",,
1992-02-01,"0,00","5,36",,,,,,"20,84","133,87",,,,,,"0,00","0,00",,
1992-01-01,"0,00","5,47",,,,,,"21,05","120,11",,,,,,"0,00","0,00",,
1991-12-01,"260,00","5,58",,,,,,"20,71","106,78",,,,,,"0,15","0,04",,
1991-11-01,"255,00","5,59",,,,,,"19,86","151,20",,,,,,"3,64","0,93",,
1991-10-01,"250,00","5,18",,,,,,"19,50","91,60",,,,,,"2,90","0,72",,
1991-09-01,"280,90","5,23",,,,,,"19,33","94,26",,,,,,"2,06","0,58",,
1991-08-01,"265,00","4,71",,,,,,"18,13","63,62",,,,,,"2,25","0,60",,
1991-07-01,"232,90","4,50",,,,,,"18,06","40,72",,,,,,"12,46","2,90",,
1991-06-01,"152,60","4,60",,,,,,"18,73","100,39",,,,,,"14,15","2,16",,
1991-05-01,"303,60","5,05",,,,,,"19,46","113,43",,,,,,"1,31","0,40",,
1991-04-01,"212,60","5,37",,,,,,"19,94","124,25",,,,,,"6,34","1,35",,
1991-03-01,"360,00","5,78",,,,,,"20,28","190,02",,,,,,"2,58","0,93",,
1991-02-01,"184,40","6,41",,,,,,"20,23","146,53",,,,,,"6,63","1,22",,
1991-01-01,"0,00","6,34",,,,,,"20,07","124,96",,,,,,"0,00","0,00",,
1990-12-01,"250,00","6,50",,,,,,"20,21","165,61",,,,,,"0,65","0,16",,
1990-11-01,"0,00","6,46",,,,,,"20,29","156,21",,,,,,"0,00","0,00",,
1990-10-01,"0,00","6,35",,,,,,"19,73","106,20",,,,,,"0,00","0,00",,
1990-09-01,"235,50","6,29",,,,,,"19,32","76,14",,,,,,"1,10","0,26",,
1990-08-01,"197,20","5,92",,,,,,"18,41","66,14",,,,,,"9,38","1,85",,
1990-07-01,"251,10","5,74",,,,,,"17,36","82,75",,,,,,"6,40","1,61",,
1990-06-01,"125,10","5,67",,,,,,"18,12","151,47",,,,,,"9,37","1,17",,
1990-05-01,"0,00","5,80",,,,,,"19,40","100,87",,,,,,"0,00","0,00",,
1990-04-01,"131,80","5,63",,,,,,"20,00","134,39",,,,,,"2,56","0,34",,
1990-03-01,"164,40","5,61",,,,,,"20,24","157,67",,,,,,"3,86","0,64",,
1990-02-01,"106,30","5,65",,,,,,"20,33","162,85",,,,,,"4,04","0,43",,
1990-01-01,"110,00","5,20",,,,,,"20,03","189,34",,,,,,"2,00","0,22",,
1989-12-01,"0,00",,,,,,,"20,27","88,78",,,,,,"0,00","0,00",,
1989-11-01,"0,00",,,,,,,"20,04","94,16",,,,,,"0,00","0,00",,
1989-10-01,"142,50",,,,,,,"19,30","138,62",,,,,,"1,43","0,20",,
1989-09-01,"107,50",,,,,,,"19,07","73,59",,,,,,"4,93","0,53",,
1989-08-01,"112,20",,,,,,,"18,52","75,04",,,,,,"36,82","4,13",,
1989-07-01,"112,90",,,,,,,"17,63","51,50",,,,,,"10,90","1,23",,
1989-06-01,"121,50",,,,,,,"18,20","135,86",,,,,,"15,05","1,83",,
1989-05-01,"179,70",,,,,,,"18,45","109,78",,,,,,"34,69","6,23",,
1989-04-01,"189,50",,,,,,,"19,25","136,25",,,,,,"17,88","3,39",,
1989-03-01,"214,50",,,,,,,"19,84","196,57",,,,,,"21,19","4,55",,
1989-02-01,"201,80",,,,,,,"19,74","172,26",,,,,,"13,72","2,77",,
1989-01-01,"201,80",,,,,,,"19,64","212,73",,,,,,"28,32","5,71",,
1988-12-01,"0,00",,,,,,,"20,04","139,83",,,,,,"0,00","0,00",,
1988-11-01,"0,00",,,,,,,"20,19","138,59",,,,,,"0,00","0,00",,
1988-10-01,"0,00",,,,,,,"19,58","88,23",,,,,,"0,00","0,00",,
1988-09-01,"0,00",,,,,,,"19,39","60,06",,,,,,"0,00","0,00",,
1988-08-01,"0,00",,,,,,,"18,55","51,44",,,,,,"0,00","0,00",,
1988-07-01,"0,00",,,,,,,"17,48","45,63",,,,,,"0,00","0,00",,
1988-06-01,"0,00",,,,,,,"17,66","61,19",,,,,,"0,00","0,00",,
1988-05-01,"0,00",,,,,,,"19,33","125,68",,,,,,"0,00","0,00",,
1988-04-01,"0,00",,,,,,,"19,87","131,52",,,,,,"0,00","0,00",,
1988-03-01,"0,00",,,,,,,"20,28","181,64",,,,,,"0,00","0,00",,
1988-02-01,"0,00",,,,,,,"20,81","190,67",,,,,,"0,00","0,00",,
1988-01-01,"0,00",,,,,,,"20,16","152,89",,,,,,"0,00","0,00",,
1987-12-01,"0,00",,,,,,,"20,66","137,51",,,,,,"0,00","0,00",,
1987-11-01,"0,00",,,,,,,"20,32","150,28",,,,,,"0,00","0,00",,
1987-10-01,"0,00",,,,,,,"20,34","122,44",,,,,,"0,00","0,00",,
1987-09-01,"0,00",,,,,,,"19,67","67,00",,,,,,"0,00","0,00",,
1987-08-01,"0,00",,,,,,,"19,08","70,82",,,,,,"0,00","0,00",,
1987-07-01,"0,00",,,,,,,"18,76","104,98",,,,,,"0,00","0,00",,
1987-06-01,"0,00",,,,,,,"18,75","72,79",,,,,,"0,00","0,00",,
1987-05-01,"0,00",,,,,,,"19,35","82,46",,,,,,"0,00","0,00",,
1987-04-01,"237,00",,,,,,,"20,48","165,09",,,,,,"1,00","0,24",,
1987-03-01,"0,00",,,,,,,"21,15","124,03",,,,,,"0,00","0,00",,
1987-02-01,"0,00",,,,,,,"20,77","146,32",,,,,,"0,00","0,00",,
1987-01-01,"0,00",,,,,,,"20,49","212,05",,,,,,"0,00","0,00",,
1986-12-01,"290,60",,,,,,,"20,18","163,56",,,,,,"1,11","0,32",,
1986-11-01,"290,60",,,,,,,"20,13","139,89",,,,,,"1,11","0,32",,
1986-10-01,"0,00",,,,,,,"19,44","117,24",,,,,,"0,00","0,00",,
1986-09-01,"0,00",,,,,,,"19,13","90,11",,,,,,"0,00","0,00",,
1986-08-01,"279,30",,,,,,,"18,66","94,94",,,,,,"5,07","1,42",,
1986-07-01,"132,20",,,,,,,"17,40","71,73",,,,,,"23,85","3,15",,
1986-06-01,"145,00",,,,,,,"18,12","56,84",,,,,,"5,87","0,85",,
1986-05-01,"198,40",,,,,,,"18,80","115,76",,,,,,"7,80","1,55",,
1986-04-01,"287,00",,,,,,,"19,84","118,22",,,,,,"1,71","0,49",,
1986-03-01,"248,10",,,,,,,"19,50","227,14",,,,,,"3,65","0,91",,
1986-02-01,"235,00",,,,,,,"19,68","219,28",,,,,,"1,00","0,23",,
1986-01-01,"0,00",,,,,,,"20,07","160,61",,,,,,"0,00","0,00",,
1985-12-01,"0,00",,,,,,,"19,97","158,72",,,,,,"0,00","0,00",,
1985-11-01,"320,00",,,,,,,"19,51","135,92",,,,,,"0,42","0,13",,
1985-10-01,"0,00",,,,,,,"19,77","108,03",,,,,,"0,00","0,00",,
1985-09-01,"221,00",,,,,,,"18,85","104,38",,,,,,"3,20","0,71",,
1985-08-01,"0,00",,,,,,,"18,06","77,29",,,,,,"0,00","0,00",,
1985-07-01,"315,00",,,,,,,"17,50","67,53",,,,,,"0,56","0,18",,
1985-06-01,"315,00",,,,,,,"17,69","56,93",,,,,,"0,50","0,16",,
1985-05-01,"315,40",,,,,,,"18,63","96,46",,,,,,"2,02","0,64",,
1985-04-01,"223,70",,,,,,,"19,11","92,72",,,,,,"10,91","2,44",,
1985-03-01,"212,90",,,,,,,"20,35","116,60",,,,,,"8,63","1,84",,
1985-02-01,"352,50",,,,,,,"19,90","156,71",,,,,,"4,05","1,43",,
1985-01-01,"244,00",,,,,,,"19,97","70,62",,,,,,"5,90","1,44",,
